policy_id,policy_name,condition_id,condition_name,condition_query,condition_enabled
3092168,Beyond Logs eu-production on-call,26121183,Linked accounts emitter no queries executed,SELECT count(*) FROM Log WHERE `service_name` = 'beyond-linked-accounts-stream-emitter' AND `environment` = 'eu-production' AND message LIKE '%Executing prepared statement%',True
3100642,SLO alert policy,26142079,Condition,"FROM Transaction SELECT clamp_max(percentage(count(*), WHERE duration < 0.633 AND error IS false)/95 *100, 100) AS 'SLO Attainment %' WHERE appName ='FoodMe-Antoine'",True
3246438,FoodMe_mkita-policy,26396124,Response time high for 5 minutes,"SELECT percentile(duration, 95) AS '95th Percentile' FROM Transaction WHERE appName='FoodMe_mkita' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3246438,FoodMe_mkita-policy,26396097,Too Many Errors,"SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='FoodMe_mkita' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3246438,FoodMe_mkita-policy,26396073,Throughput Low,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMe_mkita' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3318817,FoodMe Policy,26539892,Response time high for 5 mins ,"SELECT percentile(duration, 95) AS '95th Percentile' FROM Transaction WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order' ",True
3318817,FoodMe Policy,26539874,Too Many Errors!,"SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order' ",True
3318817,FoodMe Policy,26539817,Throughput low ,SELECT count(*) FROM Transaction Where appName = 'FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3323977,adobe-cq Quickstart alert policy,26551527,Transaction Errors,SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) * 100 as 'Web errors' FROM Metric WHERE appName like '%' AND (transactionType = 'Web'),False
3323977,adobe-cq Quickstart alert policy,26551526,High CPU Utilization,"SELECT rate(sum(apm.service.cpu.usertime.utilization), 1 second) * 100 as cpuUsage FROM Metric WHERE appName like '%'",False
3351384,APM Alert - MetaData,26616012,APM Agent Connect Alert,"SELECT count(*) as 'All Agent Connects' FROM DotnetMetadataSummary, JvmMetadataSummary, NodeMetadataSummary, PhpMetadataSummary, PythonMetadataSummary, GoMetadataSummary, RubyMetadataSummary ",True
3394046,VN-TEST_Pol,26692988,table-empty-alert,SELECT count(*) FROM InfrastructureEvent,True
3406564,.NET alert policy,36450623,new condicion,"SELECT rate(count(*), 1 minute) as 'Total Inferences' FROM OpenAICompletion WHERE entity.guid IN ('MXxNTE9QU3xMTE1fQVBQTElDQVRJT058LTMyNDE2NjA1MzcyNTkxNzgwNzU') FACET entity.name",True
3406564,.NET alert policy,34522340,Generation 2 Hits,SELECT average(newrelic.timeslice.value) * 1e+6 AS 'Generation 2 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen2/Size' and appName like '%',True
3406564,.NET alert policy,34522339,Generation 0 Hits,SELECT average(newrelic.timeslice.value) * 1000 AS 'Generation 0 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen0/Size' and appName like '%',True
3406564,.NET alert policy,34522338,Generation 1 Hits,SELECT average(newrelic.timeslice.value) * 1e+6 AS 'Generation 1 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen1/Size' and appName like '%',True
3406564,.NET alert policy,32937699,ALERT1,SELECT count(*) as 'Errors' FROM JavaScriptError WHERE entityGuid IN ('MXxCUk9XU0VSfEFQUExJQ0FUSU9OfDYwMTM0MzQ0NA') FACET appName,True
3406564,.NET alert policy,31057400,Generation 1 Hits,SELECT average(newrelic.timeslice.value) * 1e+6 AS 'Generation 1 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen1/Size' and appName like '%',True
3406564,.NET alert policy,31057399,Generation 0 Hits,SELECT average(newrelic.timeslice.value) * 1000 AS 'Generation 0 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen0/Size' and appName like '%',True
3406564,.NET alert policy,31057398,Generation 2 Hits,SELECT average(newrelic.timeslice.value) * 1e+6 AS 'Generation 2 Hits' FROM Metric WHERE metricTimesliceName = 'GC/Gen2/Size' and appName like '%',True
3406564,.NET alert policy,26760802,Transaction Errors,SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) * 100 as 'Web errors' FROM Metric WHERE appName like '%' AND (transactionType = 'Web'),False
3406564,.NET alert policy,26760801,Apdex Score,"SELECT apdex(duration, t: 0.5) FROM Transaction WHERE appName like '%'",False
3406564,.NET alert policy,26760798,High CPU Utilization,"SELECT rate(sum(apm.service.cpu.usertime.utilization), 1 second) * 100 as cpuUsage FROM Metric WHERE appName like '%'",False
3406564,.NET alert policy,26760797,Memory Usage,SELECT average(memoryUsedBytes/memoryTotalBytes) * 100 FROM SystemSample,False
3428515,TerriFoodMe Policy,26886006,Throughput Low test,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3438119,Foodme policy,26936167,Number of Orders (Throughput),SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3441429,FoodmeJMC Policy,26952506,Response time high for 5 minutes,"SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='FoodMeJMC' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3441429,FoodmeJMC Policy,26952505,Too many errors!,"SELECT percentile(duration, 95) AS '95th Percentile' FROM Transaction WHERE appName='FoodMeJMC' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3441429,FoodmeJMC Policy,26952499,Throughput Low,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMeJMC' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3449648,mlongtestalert,27004261,mlongtestcondition,SELECT count(*) FROM AgentState,False
3472504,Foodme Policy - Karan,27133463,Throughput Low,"SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='karan-foodme' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3472504,Foodme Policy - Karan,27133419,Success Rate of Order Transaction,"SELECT percentile(duration, 95) AS '95th Percentile' FROM Transaction WHERE appName='karan-foodme' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3472504,Foodme Policy - Karan,27133407,Too many errors!,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='karan-foodme' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3490134,ELB: Worldwide DNS Resolution ,27238926,DNS resolution of check-dns.nr-dns.net failed (per PROD location),SELECT count(*) FROM SyntheticCheck WHERE error like '%DNS resolution failed for host%' and monitorName = '[ELB] Check DNS Resolution check-dns.nr-dns.net' facet locationLabel,True
3490134,ELB: Worldwide DNS Resolution ,27237991,DNS resolution of login.newrelic.com failed (per PROD location),SELECT count(*) FROM SyntheticCheck WHERE error like '%DNS resolution failed for host%' and monitorName = '[ELB] Check DNS Resolution login.newrelic.com' facet locationLabel,True
3494682,HG AwsHealth - Test,27262514,HG AWSHealth Condition,FROM HGriesAwsHealth select count(*) WHERE statusCode = 'open' or statusCode = 'closed',False
3497426,Golden Signals,27276104,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3497426,Golden Signals,27276103,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3497426,Golden Signals,27276102,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3497434,Golden Signals,27276132,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3497434,Golden Signals,27276131,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3497434,Golden Signals,27276130,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3499202,Foodme Policy,27293364,Throughput Low,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3507560,FoodMe Test Policy,27344207,Response Time high for 5 minutes ,"SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3507560,FoodMe Test Policy,27344204,Too Many Errors! ,"SELECT percentile(duration, 95) AS '95th Percentile' FROM Transaction WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3507560,FoodMe Test Policy,27344157,Throughput Low,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3519144,FoodMeVick Policy,27420156,Response time high for 5 minutes,"SELECT percentile(duration, 95) AS '95th Percentile' FROM Transaction WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order' ",True
3519144,FoodMeVick Policy,27419893,Too Many Errors!,"SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order' ",True
3519144,FoodMeVick Policy,27419694,Throughput Low,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMe' AND name = 'WebTransaction/Expressjs/POST//api/order' ,True
3524449,_demo,31715607,test,SELECT average(aws.ec2.CPUUtilization) FROM Metric WHERE collector.name = 'cloudwatch-metric-streams' AND aws.Namespace = 'AWS/EC2' ,True
3553355,Isabel New Policy,27598869,Transaction,"SELECT percentile(largestContentfulPaint, 75) FROM PageViewTiming WHERE (appId = 837807)",True
3561750,abc,36769442,heera-test Guided setup,"SELECT filter(count(*), WHERE result = 'FAILED') AS 'Failures' FROM SyntheticCheck WHERE entityGuid IN ('MXxTWU5USHxNT05JVE9SfDA0YjJmNWE1LTFhMTctNGQ3ZS05MGY2LWNmNWViM2Q3Y2Y4Mg', 'MXxTWU5USHxNT05JVE9SfDA4YmRlODM3LTk1MDMtNDdhOS05M2UwLWZmYjE3NDMzZmI3Mw', 'MXxTWU5USHxNT05JVE9SfDBhM2RmMThhLTE0MmUtNDJlZi1hZTI4LTRjODFmMDFiODdjZQ') FACET monitorName",True
3561835,Golden Signals,27649872,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3561835,Golden Signals,27649871,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3561835,Golden Signals,27649870,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3564794,Isa test 2,27675692,example,"SELECT percentile(largestContentfulPaint, 75) FROM PageViewTiming WHERE (appId = 837807) ",True
3565041,Isa test 2,27677014,test,"SELECT percentile(largestContentfulPaint, 75) FROM PageViewTiming WHERE (appId = 837807) ",True
3565055,isa test3,27677043,test3,"SELECT percentile(largestContentfulPaint, 99) FROM PageViewTiming WHERE (appId = 837807) ",True
3565721,rob puig test,27680115,Test Alert,"FROM Metric SELECT 100 - clamp_max(sum(newrelic.sli.good) / sum(newrelic.sli.valid) * 100, 100) as 'SLI attainment'  WHERE sli.guid = 'MXxFWFR8U0VSVklDRV9MRVZFTHwyNjEzODg'",True
3568574,foodme,27718850,isa test,SELECT average(apm.service.overview.web) * 1000 FROM Metric WHERE (entity.guid = 'MXxBUE18QVBQTElDQVRJT058NTkwMzMyNTM5') FACET `segmentName`,True
3569482,Foodme Policy FLP_02,27724568,Response time high for 5 minutes,"SELECT percentile(duration, 95) AS '95th Percentile' FROM Transaction WHERE appName='FoodMe_FLP_02' AND name = 'WebTransaction/Expressjs/POST//api/order' ",True
3569482,Foodme Policy FLP_02,27724550,Too many errors!," SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='FoodMe_FLP_02' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3569482,Foodme Policy FLP_02,27724542,Throughput Low,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName='FoodMe_FLP_02' AND name = 'WebTransaction/Expressjs/POST//api/order' ,True
3577724,FoodMe Policy,27785642,Total Orders (Throughput) Low,SELECT count(*) as 'orders' from Transaction where appName='FoodMe' and name = 'WebTransaction/Expressjs/POST//api/order' ,True
3585915,Golden Signals,27846747,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3585915,Golden Signals,27846746,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3585915,Golden Signals,27846745,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3587893,Golden Signals,27866659,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3587893,Golden Signals,27866658,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3587893,Golden Signals,27866657,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3588037,Golden Signals,27871413,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3588037,Golden Signals,27871412,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3588037,Golden Signals,27871411,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3594130,FoodMe - tharel Policy,27923579,Total Orders(Throughput) Low,SELECT count(*) as 'Orders' FROM Transaction WHERE appName = 'FoodMe-tharel' and name = 'WebTransaction/Expressjs/POST//api/order',False
3594639,Testing,27926007,Testing condition ,SELECT count(*) FROM Transaction WHERE appName ='FoodMe - OKITO!',True
3596746,FoodMe mruizperez Policy,27938840,Max duration visits,SELECT max(duration ) FROM PageView WHERE appName ='FoodMe_mruizperez' ,True
3596746,FoodMe mruizperez Policy,27938548,Total Orders Low,SELECT count(*) AS 'orders' FROM Transaction WHERE appName ='FoodMe_mruizperez' AND name ='WebTransaction/Expressjs/GET//',True
3596765,FoodMe_itornaymmora Policy,27938681,Total orders (throughtput) low,SELECT count(*) FROM Transaction WHERE appName='FoodMe_itornaymora' AND name= 'WebTransaction/Expressjs/POST//api/order',True
3596991,Eureka Alert Policy,27939873,Unloaded classes in JVM,FROM Metric SELECT count(jvm_classes_unloaded_classes_total) WHERE job='eureka-discovery',True
3600587,tf-test-7u61p,27961148,tf-test-7u61p,"SELECT count(*) FROM TestEvent
",True
3600591,tf-test-yf6r3,27961153,tf-test-yf6r3,"SELECT count(*) FROM TestEvent
",True
3600592,tf-test-27nl8,27961154,tf-test-27nl8,SELECT uniqueCount(hostname) FROM ComputeSample,False
3601682,Joe-test-policy-1,27978297,Joe-test-condition-1,SELECT uniqueCount(hostname) FROM SystemSample,True
3604410,Golden Signals,27998555,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3604410,Golden Signals,27998553,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3604410,Golden Signals,27998552,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3604526,UDS - Staging - TI/MTS cells - Lag - Non-Pageable - stg-minor-wave,28000146,WARNING Staging Stand Alone Shuffle Sharder lag,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic = 'unsharded_partial_aggregates'
  AND group = 'partial-aggregate-shuffle-sharder'
  AND cluster = 'staging.stg-minor-wave'
  AND cluster NOT LIKE 'staging.test-%'
FACET cluster
",True
3604526,UDS - Staging - TI/MTS cells - Lag - Non-Pageable - stg-minor-wave,28000145,WARNING Partial Aggregation Windower lag,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic IN ('matched_analytic_events', 'matched_event_batches')
  AND group IN ('partial_aggregation_windower_matched_events', 'partial_aggregation_windower_matched_event_batches')
  AND cluster = 'staging.stg-minor-wave'
FACET topic
",True
3604526,UDS - Staging - TI/MTS cells - Lag - Non-Pageable - stg-minor-wave,28000144,WARNING Staging Mirror Maker Lag in stg-minor-wave,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic in ('daqs_registered_queries','stream_rules','event_drop_rules','shuffle_sharding_metadata')
  AND group LIKE '%mirror%'
  AND group NOT LIKE '%msk-'
  AND (
    cluster = 'staging.stg-minor-wave'
    OR group like '%stg-minor-wave%'
  )
  AND secondsLag != 28800
  FACET topic, group, cluster
",True
3620115,Golden Signals,28100985,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3620115,Golden Signals,28100979,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3620115,Golden Signals,28100972,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3621953,Golden Signals,28116136,Low Application Throughput,"SELECT average(`newrelic.goldenmetrics.apm.application.throughput`) FROM Metric FACET entity.guid, appName",True
3621953,Golden Signals,28116129,High Application Response Time,"SELECT average(newrelic.goldenmetrics.apm.application.responseTimeMs) FROM Metric FACET entity.guid, appName",True
3621953,Golden Signals,28116127,High Application Error percentage,"FROM Metric SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) as 'Error Rate' WHERE appName LIKE '%' FACET entity.guid, appName",True
3623533,KKFoodMeKK policy,28124381,Total Order(throughput) low,SELECT count(*) as 'orders' from Transaction where appName='KKFoodMeKK',True
3627893,FoodMe Policy mz,28146411,Max duration pageviews,SELECT max(duration) FROM PageView WHERE appName ='FoodMe - OKITO!',True
3627893,FoodMe Policy mz,28146068,Total orders,SELECT count(*)AS 'Orders' FROM Transaction WHERE appName='FoodMe - OKITO!'AND name = 'WebTransaction/Expressjs/POST//api/order',True
3629734,Test,28156780,RT,SELECT average(duration) FROM Transaction ,True
3660678,test-alert-policy-czoin,28290637,test-nrql-condition-czoin,"SELECT rate(sum(apm.service.cpu.usertime.utilization), 1 second) * 100 as cpuUsage FROM Metric WHERE appName like 'Dummy App'",True
3660870,Global Hub demo,28291462,FoodMe duration,SELECT average(duration) FROM Transaction where appName  = 'FoodMe - OKITO!',True
3662162,Team III: Staging Monitor,28300544,Issue Service - Incident Digest - Seoncds Lag,"SELECT percentile(secondsLag, 99.5) FROM KafkaConsumerLag WHERE environment = 'staging' AND topic = 'iii_incident_events' AND group = 'iii_issues' FACET topicPartition",True
3662162,Team III: Staging Monitor,28300532,Incident Service - Alerts Violations - Seconds Lag,"SELECT percentile(secondsLag, 99.5) FROM KafkaConsumerLag WHERE environment = 'staging' AND topic = 'alert_cfs_lifecycle_events' AND group = 'iii_violations' FACET topicPartition",True
3662162,Team III: Staging Monitor,28300529,Incident Service - III-Violations - Seconds Lag ,"SELECT percentile(secondsLag, 99.5) FROM KafkaConsumerLag WHERE environment = 'staging' AND topic = 'iii_violation_events' and group = 'iii_incidents' FACET topicPartition
",True
3662344,FoodMeShei Policy,28302119,Response Time High for 5 Minutes,"SELECT percentile(duration,95) AS '95th Percentile' FROM Transaction WHERE appName='FoodMeShei'AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3662344,FoodMeShei Policy,28302094,Too Many Errors!,"SELECT percentage(count(*), WHERE error is false) AS 'Orders Without Errors' FROM Transaction WHERE appName ='FoodMeShei' AND name = 'WebTransaction/Expressjs/POST//api/order'",True
3662344,FoodMeShei Policy,28302084,Throughput Low,SELECT count(*) AS 'Orders' FROM Transaction WHERE appName = 'FoodMeShei' AND name = 'WebTransaction/Expressjs/POST//api/order',True
3666694,Netlify Builds alert policy,28329540,Build Failed,SELECT count(*) FROM `Netlify:onError`,False
3666694,Netlify Builds alert policy,28329539,JavaScript Errors,SELECT count(*) FROM JavaScriptError,False
3666694,Netlify Builds alert policy,28329536,Page Load Time Degrades,SELECT average(duration) FROM PageView,False
3673298,FoodMeJoel Policy,28365270,Total Orders (Throughput) Low Joel,SELECT count(*) as 'Orders' from Transaction where appName = 'FoodMeJoel' and name = 'WebTransaction/Expressjs/POST//api/order',True
3690173,Foodme mkheder policy,28449859,total order low mkheder,SELECT count(*) AS 'Oders' FROM Transaction where appName='FoodMe-mKheder' and name='WebTransaction/Expressjs/POST/api/oder',True
3720056,FoodMe YK Policy,28617665,Total orders, SELECT count(*) FROM Transaction WHERE appName='FoodMeYK' AND name='WebTransaction/Expressjs/POST//api/order',True
3733057,Golden Signals for Web Servers alert policy,28687116,Memory Usage,from SystemSample select average(memoryUsedPercent) facet hostname,False
3733057,Golden Signals for Web Servers alert policy,28687115,CPU Usage,from SystemSample select average(cpuPercent) facet hostname,False
3733057,Golden Signals for Web Servers alert policy,28687114,Response time,FROM Transaction select average(duration) where transactionType = 'Web' facet appName,False
3733057,Golden Signals for Web Servers alert policy,28687113,Errors,"from Transaction select percentage(count(*), where error is not false) as 'Errors' where transactionType = 'Web' facet appName",False
3733057,Golden Signals for Web Servers alert policy,28687112,Throughput,FROM Transaction select count(*) where transactionType = 'Web' facet appName,False
3751596,DANIL TEST,28779970,DANIL TEST 30/11,SELECT count(*) from TransactionError WHERE appName = 'kafka-admin (staging)',True
3763213,Unilever POD Alerts,28914543,Users Added,"from InternalNrAuditEvent SELECT filter(uniqueCount(id), WHERE actionIdentifier = 'user.create') as 'Added Users' where reportingAccountId in (93570, 190486, 226080, 347793, 350513, 373930, 396062, 669383, 681792, 757427, 757428, 757429, 771100, 932199, 974411, 980715, 1015347, 1024441, 1027403, 1115317, 1228641, 1240657, 1302706, 1351165, 1412370, 1510699, 1531757, 1581620, 1592888, 1620312, 1621757, 1700279, 1752104, 1999784, 2016923, 2074494, 2075617, 2086905, 2135261, 2135573, 2219838, 2250543, 2268919, 2343918, 2369541, 2390357, 2421731, 2433460, 2505086, 2605494, 2637108, 2693145, 2693150, 2693152, 2733401, 2743297, 2765532, 2790577, 3131129)",True
3763213,Unilever POD Alerts,28914540,Deleted Users,"from InternalNrAuditEvent SELECT filter(uniqueCount(id), WHERE actionIdentifier = 'user.destroy') as 'Removed Users' where reportingAccountId in (93570, 190486, 226080, 347793, 350513, 373930, 396062, 669383, 681792, 757427, 757428, 757429, 771100, 932199, 974411, 980715, 1015347, 1024441, 1027403, 1115317, 1228641, 1240657, 1302706, 1351165, 1412370, 1510699, 1531757, 1581620, 1592888, 1620312, 1621757, 1700279, 1752104, 1999784, 2016923, 2074494, 2075617, 2086905, 2135261, 2135573, 2219838, 2250543, 2268919, 2343918, 2369541, 2390357, 2421731, 2433460, 2505086, 2605494, 2637108, 2693145, 2693150, 2693152, 2733401, 2743297, 2765532, 2790577, 3131129)",True
3763213,Unilever POD Alerts,28914535,FSO Upgrades,"from InternalNrAuditEvent SELECT filter(uniqueCount(id), WHERE actionIdentifier = 'user.change_type' and description like '%Type: Full%') as 'FSO Upgrades' where reportingAccountId in (93570, 190486, 226080, 347793, 350513, 373930, 396062, 669383, 681792, 757427, 757428, 757429, 771100, 932199, 974411, 980715, 1015347, 1024441, 1027403, 1115317, 1228641, 1240657, 1302706, 1351165, 1412370, 1510699, 1531757, 1581620, 1592888, 1620312, 1621757, 1700279, 1752104, 1999784, 2016923, 2074494, 2075617, 2086905, 2135261, 2135573, 2219838, 2250543, 2268919, 2343918, 2369541, 2390357, 2421731, 2433460, 2505086, 2605494, 2637108, 2693145, 2693150, 2693152, 2733401, 2743297, 2765532, 2790577, 3131129)",True
3763213,Unilever POD Alerts,28914529,FSO Downgrades,"from InternalNrAuditEvent SELECT filter(uniqueCount(id), WHERE actionIdentifier = 'user.change_type' and description like '%Type: Basic%') as 'FSO Downgrades' where reportingAccountId in (93570, 190486, 226080, 347793, 350513, 373930, 396062, 669383, 681792, 757427, 757428, 757429, 771100, 932199, 974411, 980715, 1015347, 1024441, 1027403, 1115317, 1228641, 1240657, 1302706, 1351165, 1412370, 1510699, 1531757, 1581620, 1592888, 1620312, 1621757, 1700279, 1752104, 1999784, 2016923, 2074494, 2075617, 2086905, 2135261, 2135573, 2219838, 2250543, 2268919, 2343918, 2369541, 2390357, 2421731, 2433460, 2505086, 2605494, 2637108, 2693145, 2693150, 2693152, 2733401, 2743297, 2765532, 2790577, 3131129)",True
3766008,Hwilkalis Test Policy,28931005,NRQL Test condition,SELECT count(*) from Transaction WHERE appName = 'kafka-operator (test-odd-wire)',False
3768591,UDS - Staging - TI/MTS cells - Lag - Non-Pageable - stg-curdled-yodel,28941870,WARNING Partial Aggregation Windower lag,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic IN ('matched_analytic_events', 'matched_event_batches')
  AND group IN ('partial_aggregation_windower_matched_events', 'partial_aggregation_windower_matched_event_batches')
  AND cluster = 'staging.stg-curdled-yodel'
FACET topic
",True
3768591,UDS - Staging - TI/MTS cells - Lag - Non-Pageable - stg-curdled-yodel,28941869,WARNING Staging Stand Alone Shuffle Sharder lag,"FROM KafkaConsumerLag
SELECT max(secondsLag)
WHERE topic = 'unsharded_partial_aggregates'
  AND group = 'partial-aggregate-shuffle-sharder'
  AND cluster = 'staging.stg-curdled-yodel'
  AND cluster NOT LIKE 'staging.test-%'
FACET cluster
",True
3769940,Storefront Failed Signups,28947632,Storefront Failed Signups,SELECT count(*) FROM TLMKAction WHERE name ='TLMK_Signup_failedSignup',True
3794255,Java alert policy,32405081,Niju sample alert,SELECT latest(cpuPercent) from ProcessSample where processDisplayName and wher like 'accessory%' facet processId,True
3794255,Java alert policy,31216675,High CPU Utilization,"SELECT rate(sum(apm.service.cpu.usertime.utilization), 1 second) * 100 as cpuUsage FROM Metric WHERE appName like '%'",True
3794255,Java alert policy,31216674,Average Heap Memory Used,SELECT average(apm.service.memory.heap.used) as 'Used Heap' FROM Metric WHERE appName LIKE '%',True
3794255,Java alert policy,31216673,Transaction Errors,SELECT count(*) FROM TransactionError WHERE `error.expected` IS FALSE OR `error.expected` IS NULL,True
3794255,Java alert policy,31216670,Average Transaction Duration,FROM Transaction SELECT average(duration) as 'Average Transaction Duration',True
3794255,Java alert policy,29057387,Transaction Errors,SELECT count(apm.service.error.count) / count(apm.service.transaction.duration) * 100 as 'Web errors' FROM Metric WHERE appName like '%' AND (transactionType = 'Web'),True
3794255,Java alert policy,29057386,High CPU Utilization,"SELECT rate(sum(apm.service.cpu.usertime.utilization), 1 second) * 100 as cpuUsage FROM Metric WHERE appName like '%'",True
3794255,Java alert policy,29057385,Apdex Score,"SELECT apdex(duration, t: 0.5) FROM Transaction WHERE appName like '%'",True
3794255,Java alert policy,29057384,Memory Usage,SELECT average(memoryUsedBytes/memoryTotalBytes) * 100 FROM SystemSample,True
